,message,timestamp,username,m_length,datetime
2448,"
#day3 spent around 2 hours learning about pysyft and implemented my first federated learning training loop *_*
",06/29/2019 10:28 p.m.,ayouben9,112,2019-06-29 22:28:00
2449,"
nope @nabhu123 , there is a separate community updating it.
",06/29/2019 10:29 p.m.,sauravkumarsct,61,2019-06-29 22:29:00
2450,"
It was my first day of the pledge. It actually felt good to explore pytorch non-stop for an hour and a half. I went through the documentation of the libraries I was using in detail and that was great.
",06/29/2019 10:30 p.m.,vensadk,202,2019-06-29 22:30:00
2451,"
Yes. Yes.
Mentioning you in a while 
",06/29/2019 10:30 p.m.,jabertuhin,38,2019-06-29 22:30:00
2452,"
I can't attend Day 2 and Day 3, because I am out of station. Feeling so sad. 
",06/29/2019 10:32 p.m.,in2arkadipb13,79,2019-06-29 22:32:00
2453,"
So here is my summary for #Day2
1. Completed various topics in the course.
2. Learned about various actuvatin fucntions and did a comparative analysis.
3. Contributed towards the development of my project and updated the Github.
4. Worked towards building a creative online portfolio.
I nominate @enutag@hello@dollack
All the best! Guys!!!🥳🥳🥳
",06/29/2019 10:32 p.m.,dhruv061,344,2019-06-29 22:32:00
2454,"
*Day 3/60:* :udacity_badge: #60daysofudacity :60daysofudacitybadge:
1. Started Introducing Encrypted Deep Learning Video Lecture
2. Fine Tuned Federated Learning with Encrypted Gradient Aggregation Project to get better accuracy with the test data (Image)
3. Went over OpenMined tutorial
for Federated Learning with Encrypted Gradient Aggregation https://github.com/OpenMined/PySyft/blob/dev/examples/tutorials/Part%2010%20-%20Federated%20Learning%20with%20Secure%20Aggregation.ipynb
4. Answered Slack Questions
Today I would like to encourage @paviles and @newpablo.x1998 to join the #60daysofudacity challenge!
",06/29/2019 10:32 p.m.,karan_kishinani,614,2019-06-29 22:32:00
2455,"
#Day1:
- Finished Lesson 3 of Private Ai
",06/29/2019 10:33 p.m.,siddharth.m98,42,2019-06-29 22:33:00
2456,"
Day : Watched all the lectures of lesson 3. Spent some time on slack. Read some related articles online.
",06/29/2019 10:33 p.m.,pratyaksha6696,106,2019-06-29 22:33:00
2457,"
Day 2:  Completed lesson 2. Got started with differential privacy.
",06/29/2019 10:34 p.m.,rajput.gaurav8341,68,2019-06-29 22:34:00
2458,"
Hi Arkadip! you can do it! don't give up 
",06/29/2019 10:34 p.m.,adventuroussrv,43,2019-06-29 22:34:00
2459,"
Sure!! I have a GitHub repos on it I think. @sarahhelena.barmer I’ll have a look. 
",06/29/2019 10:35 p.m.,mikaelaysanchez,84,2019-06-29 22:35:00
2460,"
My day is just starting. Thank you for being such awesome encouragement buddies 
",06/29/2019 10:36 p.m.,anjumercian85,82,2019-06-29 22:36:00
2461,"
Thanks @adventuroussrv  for your motivation. I'll do from tomorrow. 
",06/29/2019 10:36 p.m.,in2arkadipb13,70,2019-06-29 22:36:00
2462,"
@rajput.gaurav8341  Congratulations!
",06/29/2019 10:37 p.m.,calincan2000,38,2019-06-29 22:37:00
2463,"
DAY 3:  Lesson 1 done and dusted! Introduction to Differential Privacy reviewed and planning to start with the research paper of Cynthia Dwork on DP
Also excited for my first meetup in Hyderabad with @kumarprabhu244@arkachkrbrty and many more scholars
Encouraging them to post their updates as well! :bananadance:#60daysofudacity
",06/29/2019 10:41 p.m.,manishajhunjhunwala7,331,2019-06-29 22:41:00
2464,"
@manishajhunjhunwala7 congratulations!
",06/29/2019 10:43 p.m.,calincan2000,40,2019-06-29 22:43:00
2465,"
Well done!!
 
Awesome :panda_dance:
",06/29/2019 10:44 p.m.,in2arkadipb13,37,2019-06-29 22:44:00
2466,"
Day : #60daysofudacity
1. Read this blog on Federated Learning : https://ai.googleblog.com/2017/04/federated-learning-collaborative.html?m=1
2. Continued reading Deep Learning Book (it’s getting more and more involved now)
3. Planning a virtual meet-up with my project group @sarahhelena.barmer@seeratpal91@shashi.ghartiPosted by Brendan McMahan and Daniel Ramage, Research Scientists Standard machine learning approaches require centralizing the training data...
",06/29/2019 10:44 p.m.,mahak.bansal97,465,2019-06-29 22:44:00
2467,"
Day 3/60:
1) Completed Lesson - 4 
2) Learn & Did 30 Minute of coding (Calculating Sensitivity of Threshold, Performing Differencing Attack) &  Update it in my GitHub Repo.
3) Find Mentor for my Project (Which is different from Udacity Project)
4) Mentor :- @abhinandalfio
5) Helper :- @atharva329
6) Joining Study Group of @samshashcool
I Encourage @honeyjindgar & @sukhwal.niki for Continuous Learning ! 
",06/29/2019 10:44 p.m.,urvi151197,408,2019-06-29 22:44:00
2468,"
Day 3 - #60daysofudacity
1) Complete Lesson 3 - Introducing differential Privacy
2) Learn the Brief of Softmax and Sigmoid Function from this Blog -  http://dataaspirant.com/2017/03/07/difference-between-softmax-function-and-sigmoid-function/
3) And Explore the history of Machine Learning - https://medium.com/bloombench/history-of-machine-learning-7c9dc67857a5Understand the fundamental differences between softmax function and sigmoid function with the in details explanation and the implementation in Python.Machine Learning…Artificial Intelligence…Data mining..Data Science….Data Analytics..Reading time8 min read
",06/29/2019 10:45 p.m.,akshaypal2903,620,2019-06-29 22:45:00
2469,"
Day 3 of #60daysofudacity
Had an awesome time while attending the mumbai meetup and also started  reading The  Algorithmic Foundations of Differential Privacy by Cynthia Dwork
",06/29/2019 10:45 p.m.,mushrifahhasan,177,2019-06-29 22:45:00
2470,"
I don't remember exactly how I installed everything but everything was simple because I only use apt-get for python, then pip3. Always from the command line.
I don't use anaconda like with Windows 10. I launch my jupyter notebook from the command line.
I don't know if the graphic card cause trouble but I don't think so :)
",06/29/2019 10:46 p.m.,nicolas0dupuy,325,2019-06-29 22:46:00
2471,"
Day 1 of #60daysofudacity
",06/29/2019 10:46 p.m.,satishkumar.bijjam,27,2019-06-29 22:46:00
2472,"
Yeah @manishajhunjhunwala7 very excited for tomorrow
",06/29/2019 10:48 p.m.,arkachkrbrty,54,2019-06-29 22:48:00
2473,"
Day 3:
Practice of matplotlib with Jupyter notebooks, What is its purpose? How it works?  & revised the concept of Derivatives.
Some medium reads.
",06/29/2019 10:52 p.m.,quratfatima581,148,2019-06-29 22:52:00
2474,"
Day2 - 29/6/2019
1. Participated in Codechef Lunchtime competition today. Was able to solve 2 questions.
2. Revised Lesson 3
3. I encourage @fridarode00@kshntn@jenashubhangi20 to do their best.
",06/29/2019 10:52 p.m.,pratikthakare65,195,2019-06-29 22:52:00
2475,"
Day 2:
was going through this blog.https://colah.github.io/posts/2014-07-Conv-Nets-Modular/
Interesting articles explained so nicely.
recommended to check the complete website 
",06/29/2019 10:53 p.m.,iampujan,178,2019-06-29 22:53:00
2476,"
Day 2:  Started Revision of Lesson 2
",06/29/2019 10:53 p.m.,mallesh.dayyala,38,2019-06-29 22:53:00
2477,"
Day 2 #60daysofudacity  Completed the kaggle SQL summercamp and learnt to use python client library on Google big query datasets.
",06/29/2019 10:56 p.m.,kammanagowthamkumar12,131,2019-06-29 22:56:00
2478,"
Day 3 of 60
1. Finished lesson 3
2. Started working on an OpenCV project
",06/29/2019 10:56 p.m.,iamsuryau,74,2019-06-29 22:56:00
2479,"
Day 3: I have coded and run FMNIST notebook on my local old and rusty laptop. It is struggling severely with the calculations.
I have started first discussions and research for our WCAT project.
I encourage @tushtgsingh.05 and @seeratpal91 to keep on working in this challenge.
",06/29/2019 10:56 p.m.,newinmunich,279,2019-06-29 22:56:00
2480,"
@nabhu123@vbreddy804 we two people met at Cloud Study Fest one day event and attended the event discussed about projects and Study plans also. #60daysofudacity
",06/29/2019 10:59 p.m.,vbreddy804,161,2019-06-29 22:59:00
2481,"
Day 3:  plan to finish lesson 5
",06/29/2019 11 p.m.,qursaan,33,2019-06-29 23:00:00
2482,"
@ash3ax bro on fire, water & air... in full form 
what we did todaydo u know?
Mumbai Meetup including @jenashubhangi20 as well ...
check this link out ...https://www.facebook.com/photo.php?fbid=1866809980086148&set=pcb.807363436331577&type=3&theater&ifg=1See posts, photos and more on Facebook.
",06/29/2019 11 p.m.,ahkhalwai55,296,2019-06-29 23:00:00
2483,"
day3: reading a paper onImproved Techniques for Training GANs. #60daysofudacity
",06/29/2019 11 p.m.,risperadera,81,2019-06-29 23:00:00
2484,"
Day 2:
1) Completed Lesson 6
2) Read a few  posts about PATE
3) Started lesson 6 and thinking about final project
",06/29/2019 11:01 p.m.,rajueee012,115,2019-06-29 23:01:00
2485,"
*Day 3* #60daysofudacity Finished Local Differential Privacy Went through privacy optimizers in Tensorflow 2 Privacy
",06/29/2019 11:01 p.m.,atarunn11,118,2019-06-29 23:01:00
2486,"
Day 3:
1. Completed Lesson 2: Deep Learning with PyTorch
2. Implemented a cat dog classifier using DenseNet121
",06/29/2019 11:02 p.m.,abhinav.raj116,112,2019-06-29 23:02:00
2487,"
Day 3: Continuing to read about Open CV and the code of the algos in evaluating the privacy of the function.
",06/29/2019 11:03 p.m.,shreyanshushekhar.ss,110,2019-06-29 23:03:00
2488,"
Day 3:
1 completed from part 2 to part 6 of lesson 2
2. Preparing for virtual meet up with local scholars.
4. Planning for group projects
5.today I encouraged @riday467366@labknr98
",06/29/2019 11:03 p.m.,sharmin.cse1.bu,182,2019-06-29 23:03:00
2489,"
Day 2:
Resumed pytorch beginners tutorial about auto grad and neutral networks. Hope this time the workflow about creating them sticks around!
",06/29/2019 11:04 p.m.,xenakiskaramanos,144,2019-06-29 23:04:00
2490,"
*day-3*: 1.started lesson 5 2.discussed about the project I am gone contribute in
",06/29/2019 11:04 p.m.,tushtgsingh.05,83,2019-06-29 23:04:00
2491,"
Encouraging @sandamalsagarage and @chan_way! :all_the_things:
",06/29/2019 11:05 p.m.,mary.romanenko,63,2019-06-29 23:05:00
2492,"
Hey thanks @calincan2000@in2arkadipb13
",06/29/2019 11:07 p.m.,manishajhunjhunwala7,40,2019-06-29 23:07:00
2493,"
#60daysofudacity DAY2
- Pledged the challenge
- Lesson 2.12 completed !
- Independet study, lots of material in https://www.applydatascience.com!!! Welcome to Apply Data Science. A blog about Data Science, Big Data and Machine Learning topic.
",06/29/2019 11:08 p.m.,raul.martin.0,244,2019-06-29 23:08:00
2494,"
Created a repo to track myselves how it works 
1.Worked with kaggle competetion ( recognizing faces ) wrote an model architecture
2.Devoted time in making the Daily bee digest 28 Jun’19 Eve edition to make everyone as super-productive bees https://github.com/THIYAGU22/60DaysOfUdacity/
I encourage @dharmaraj.techie to post an update
",06/29/2019 11:09 p.m.,thiyagarajanravi22,335,2019-06-29 23:09:00
2495,"
Day 3 :
1. Begins to implement federated learning on a seq2seq model on one of my own projects
2. Watched this video : https://www.youtube.com/watch?v=Rj8FkJZgFtk
3. Reading this article about adaptive differential privacy : http://podcasts.ox.ac.uk/framework-adaptive-differential-privacy#60daysofudacityDaniel Winograd-Cort University of Pennsylvania, USA, gives the first presentation in the third panel, Applications, in the ICFP 2017 conference. Co-written by Andreas Haeberlen and Aaron Roth, University of Pennsylvania, USA.
",06/29/2019 11:09 p.m.,fh_benmeziane,533,2019-06-29 23:09:00
2496,"
days 3
finishing lesson 6
work on a project in kaggle
doing some code for  project in udacity
",06/29/2019 11:10 p.m.,mahmoudsoudi31,95,2019-06-29 23:10:00
2497,"
Hi, guys
Day 3 to 60
1. Finally, I managed to replicate locally the Part 7 of Lesson 2 for continue with Lesson 7 of Federated Privacy. I give thanks to @arkachkrbrty and @abhisheklalwani96 for help me this week with the problem "".ipynb_checkpoints"". :clapping::flex:
2. I am working in Lesson 7 for finish this today. :yay:
",06/29/2019 11:10 p.m.,dakpri456,326,2019-06-29 23:10:00
2498,"
@ahkhalwai55: Keep going!
",06/29/2019 11:10 p.m.,ash3ax,27,2019-06-29 23:10:00
2499,"
Day 2. Revisited lesson 2
",06/29/2019 11:11 p.m.,stanislav.ladyzhenski,27,2019-06-29 23:11:00
2500,"
Awesome @dakpri456
",06/29/2019 11:12 p.m.,arkachkrbrty,20,2019-06-29 23:12:00
2501,"
Day #3:
Day 3 of 60
1. Completed 2-1, 2-2 of neural networks with pytorch
2. Started completing python coding challenges over hacker earth.
3. Revision of past concept and worked over doubts.#60daysofudacity@adsh0930@muskaanjain246
",06/29/2019 11:12 p.m.,skartikay15,233,2019-06-29 23:12:00
2502,"
Day 3/60 #60daysofudacity Grabs basics on Activation Functions Searched for Different Journals Publication Completed Lesson 4 Worked on script to download multiple Google images to create Dataset
It's heavy day but learned a lot... So much satisfying :aaw_yeah:
",06/29/2019 11:13 p.m.,ikhushpatel,263,2019-06-29 23:13:00
2503,"
#Day3 #60daysofudacity
Understood the 10 hospital problem in Module 6, well explained!
",06/29/2019 11:13 p.m.,nipundtu,88,2019-06-29 23:13:00
2504,"
*Day 3* : Complete lesson 6
",06/29/2019 11:14 p.m.,fender_kidkub,29,2019-06-29 23:14:00
2505,"
*DAY 3* - 5% done 
* Finished PATE Analysis and played around a bit with the notebook.
* Got to know the project and already excited to start working on it soon 
",06/29/2019 11:16 p.m.,magda.radinger,163,2019-06-29 23:16:00
2506,"
*DAY 3/60*
Thanks @lexie and @shivamraisharma for your encouragement
- Organised and attended Mumbai Meetup to have amazing discussions with fellow scholars
- Started Intro to Deep Learning with PyTorch course by Udacity.
- Summarized all ideas and initiatives as outcome of today's meetup as attached in screenshot. Also initiating a thread in general to loop all Mumbai folks for further meetup. #spaic-mumbai-meetup. Lets use this tag for all Mumbai meetup discussion.                                                                                                                              I would further like to encourage @chocolate.coffee, @anjumercian85 and @ewotawa my encouragement buddies for #60daysofudacity
",06/29/2019 11:22 p.m.,khandelwalcibaca,725,2019-06-29 23:22:00
2507,"

",06/29/2019 11:22 p.m.,ahkhalwai55,2,2019-06-29 23:22:00
2508,"
*Day 2:* 21% Done.
1 - Went through Fashion MNIST Task of lesson 2.
2 - Revised my gradient descent and stocjastic gd(from coursera as I first learnt from there).
3 - Going through few datasets to work on a project.
Encouraging  - @mehaakmehi@mhmohona
",06/29/2019 11:23 p.m.,jabertuhin,253,2019-06-29 23:23:00
2509,"
Day3:  Completed Solutions from Deep learning pytorch and compared my solutions with them..
Learnt from my mistakes#60daysofudacity  :60daysofudacitybadge:
",06/29/2019 11:27 p.m.,17ucs092,157,2019-06-29 23:27:00
2510,"
Day 3:
I am reading through chapter 2 of The Algorithmic Foundations of of Differential Privacy.
I read the first paper for the #reading_paper_discuss group, and took the corresponding quiz and survey. It was a good refresher on PCA, and why linear algebra is so integral to understanding machine learning.
I am curious, though: what happens if your data in non-linear? Is there an equivalent method for dimensionality reduction or feature extraction for non-linear data? The paper mentions ICA and kernel PCA, but I haven't every used these. Does anyone have experience with these methods and could give an example of how they used them?
",06/29/2019 11:28 p.m.,joshua.driscol,640,2019-06-29 23:28:00
2511,"
Day 1:
1. Took the pledge.
2. Completed until part 2 of lesson 1.
",06/29/2019 11:28 p.m.,mahidhar96,67,2019-06-29 23:28:00
2512,"
*Day 2 : 29 | Jun |2019  *
- Studied about CNN models.
- Lesson 7 Completed.
- Final project of *Federated learning* completed.
- I encourage @201752030  and @avilashkumar4
",06/29/2019 11:29 p.m.,ravikantsingh2308,174,2019-06-29 23:29:00
2513,"
*DAY 3/60* :
Wasn't that a productive day. My laptop came back all new and healthy after a good one month at maintenance. So I tried to install anaconda / Jupyter notebook. Which sadly took more than half my day :/ faced so many problems and still couldn't Install it on my laptop! Then very helpful as @nishant.bharatindia suggested to use Google Colab.
Thankyou so much @nishant.bharatindia! 
1. Explored around Google colab and watched a few videos to learn about it.
2. Halfway through Andrew Ng's Machine learning course Lesson/ Week 2 videos! :party_parrot:
3. Just started Lesson 3 (Talking Pytorch with Soumith Chintala) of Deep Learning with Pytorch. Watched around 2 to 3 videos!
P.S. I also became the runner up for the first quote of the week competition hosted by the cm of the #motivation ! 
Thankyou so much for the encouragement and tag @rumanubhardwaj  and @jenashubhangi20!
I'll encourage and tag @munniomer@seeratpal91@aarthialagammai21@puja.hit01@egreblova ! 
",06/29/2019 11:29 p.m.,bharati.frnds,981,2019-06-29 23:29:00
